"","Product","Sub.issue","Company"
"16913","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"16940","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"17065","Student loan","Need information about my balance/terms","Citibank"
"17071","Student loan","Having problems with customer service","College Loan Corporation"
"17073","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"17098","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"17140","Student loan","Trouble with how payments are handled","Heartland Payment Systems"
"17179","Student loan","Can't qualify for a loan","Navient Solutions, Inc."
"17235","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"17241","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"17247","Student loan","Can't qualify for a loan","Social Finance, Inc."
"17271","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"17297","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"17298","Student loan","Trouble with how payments are handled","Citibank"
"17299","Student loan","Having problems with customer service","Sallie Mae"
"17314","Student loan","Can't get flexible payment options","AES/PHEAA"
"17338","Student loan","Can't get flexible payment options","Rhode Island Student Loan Authority"
"17339","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"17378","Student loan","Don't agree with fees charged","Discover"
"17571","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"17602","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"17649","Student loan","Keep getting calls about my loan","AES/PHEAA"
"17651","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"17712","Student loan","Trouble with how payments are handled","Sallie Mae"
"17728","Student loan","Received bad information about my loan","Wells Fargo & Company"
"17750","Student loan","Can't qualify for a loan","Navient Solutions, Inc."
"17795","Student loan","Can't decrease my monthly payments","National Enterprise Systems, Inc."
"17803","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"17863","Student loan","Having problems with customer service","Navient Solutions, Inc."
"17895","Student loan","Can't decrease my monthly payments","South Carolina Student Loan"
"17903","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"17927","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"17967","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"17969","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"17992","Student loan","Need information about my balance/terms","Great Lakes"
"18004","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"18006","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"18019","Student loan","Trouble with how payments are handled","Citibank"
"18059","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"18077","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"18265","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"18269","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"18301","Student loan","Keep getting calls about my loan","Discover"
"18359","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"18409","Student loan","Can't get flexible payment options","U.S. Bancorp"
"18420","Student loan","Received bad information about my loan","JPMorgan Chase & Co."
"18427","Student loan","Don't agree with fees charged","Iowa Student Loan"
"18466","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"18663","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"18725","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"18763","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"18808","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"18867","Student loan","Having problems with customer service","JPMorgan Chase & Co."
"18907","Student loan","Having problems with customer service","KeyBank NA"
"18923","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"18928","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"18934","Student loan","Received bad information about my loan","JPMorgan Chase & Co."
"18955","Student loan","Received bad information about my loan","Performant Financial Corporation"
"18981","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"18989","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
"19003","Student loan","Can't temporarily postpone payments","Citibank"
"19029","Student loan","Repaying your loan","Expert Global Solutions, Inc."
"19030","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"19045","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"19054","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"19060","Student loan","Can't get flexible payment options","Allied Interstate LLC"
"19088","Student loan","Trouble with how payments are handled","AES/PHEAA"
"19104","Student loan","Can't get flexible payment options","KeyBank NA"
"19121","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"19151","Student loan","Can't get flexible payment options","First Associates Loan Servicing LLC"
"19169","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"19341","Student loan","Need information about my balance/terms","Discover"
"19365","Student loan","Trouble with how payments are handled","Discover"
"19395","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"19412","Student loan","Trouble with how payments are handled","Discover"
"19458","Student loan","Can't decrease my monthly payments","Sallie Mae"
"19508","Student loan","Trouble with how payments are handled","Sallie Mae"
"19511","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"19601","Student loan","Can't decrease my monthly payments","Great Lakes"
"19654","Student loan","Can't get flexible payment options","Nelnet"
"19660","Student loan","Can't temporarily postpone payments","JPMorgan Chase & Co."
"19765","Student loan","Can't get flexible payment options","AES/PHEAA"
"19774","Student loan","Received bad information about my loan","Citibank"
"19806","Student loan","Received bad information about my loan","SIMM Associates, Inc."
"19820","Student loan","Trouble with how payments are handled","Nelnet"
"19831","Student loan","Can't get flexible payment options","Expert Global Solutions, Inc."
"19842","Student loan","Can't get flexible payment options","KeyBank NA"
"19885","Student loan","Having problems with customer service","ECMC Group, Inc."
"19892","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"20011","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"20038","Student loan","Having problems with customer service","Navient Solutions, Inc."
"20161","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"20206","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"20227","Student loan","Can't get flexible payment options","First Associates Loan Servicing LLC"
"20238","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"20265","Student loan","Having problems with customer service","Heartland Payment Systems"
"20291","Student loan","Can't get flexible payment options","Access Group"
"20306","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"20362","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"20446","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"20449","Student loan","Can't decrease my monthly payments","Expert Global Solutions, Inc."
"20461","Student loan","Can't get flexible payment options","Sallie Mae"
"20474","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
"20479","Student loan","Can't get flexible payment options","PNC Bank N.A."
"20501","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"20642","Student loan","Qualify for a better loan than offered","Wells Fargo & Company"
"20679","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"20705","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"20724","Student loan","Can't get flexible payment options","Access Group"
"20725","Student loan","Can't get flexible payment options","Access Group"
"20792","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"20806","Student loan","Qualify for a better loan than offered","AES/PHEAA"
"21002","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"21010","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"21072","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"21091","Student loan","Can't decrease my monthly payments","Citibank"
"21112","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"21136","Student loan","Can't decrease my monthly payments","Discover"
"21145","Student loan","Need information about my balance/terms","Expert Global Solutions, Inc."
"21243","Student loan","Can't get flexible payment options","Discover"
"21254","Student loan","Can't decrease my monthly payments","Discover"
"21288","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"21313","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"21438","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"21467","Student loan","Having problems with customer service","Equifax"
"21506","Student loan","Can't qualify for a loan","First Associates Loan Servicing LLC"
"21533","Student loan","Can't get flexible payment options","Brazos Higher Education Servicing"
"21577","Student loan","Can't decrease my monthly payments","KeyBank NA"
"21648","Student loan","Can't get flexible payment options","AES/PHEAA"
"21755","Student loan","Can't decrease my monthly payments","AES/PHEAA"
